Project,Category,Voter Profile
STEM Initiative #STEMsmart,Education,"{'Age': 61, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.839879300176904, 'Impact Preference': 0.697146214027456}}"
STEM Initiative #STEMsmart,Education,"{'Age': 58, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.42422271339019, 'Impact Preference': 0.6423098848192073}}"
STEM Initiative #STEMsmart,Education,"{'Age': 25, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2590647672932015, 'Impact Preference': 0.5384652092496429}}"
STEM Initiative #STEMsmart,Education,"{'Age': 37, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.12463579911307474, 'Impact Preference': 0.2329009196905289}}"
STEM Initiative #STEMsmart,Education,"{'Age': 35, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4234823712192787, 'Impact Preference': 0.9185914278126545}}"
STEM Initiative #STEMsmart,Education,"{'Age': 47, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.965253939920042, 'Impact Preference': 0.3751875980337299}}"
STEM Initiative #STEMsmart,Education,"{'Age': 24, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5258867134103478, 'Impact Preference': 0.8202147732126247}}"
STEM Initiative #STEMsmart,Education,"{'Age': 48, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6682925624711791, 'Impact Preference': 0.6158057317302681}}"
STEM Initiative #STEMsmart,Education,"{'Age': 56, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1306611207876754, 'Impact Preference': 0.9105451290667496}}"
STEM Initiative #STEMsmart,Education,"{'Age': 45, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5733180831890572, 'Impact Preference': 0.6377319548835676}}"
Sumner Houses Basketball Court Reconstruction,Housing,"{'Age': 63, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.7469843460598341, 'Impact Preference': 0.2408876327886426}}"
Sumner Houses Basketball Court Reconstruction,Housing,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.32328054978020293, 'Impact Preference': 0.7331306219510195}}"
Sumner Houses Basketball Court Reconstruction,Housing,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.1985804334177621, 'Impact Preference': 0.11446837255637561}}"
Sumner Houses Basketball Court Reconstruction,Housing,"{'Age': 19, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.9668138777904103, 'Impact Preference': 0.8901868119149726}}"
Sumner Houses Basketball Court Reconstruction,Housing,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8005503664988419, 'Impact Preference': 0.44264660268832656}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 63, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.404138837747427, 'Impact Preference': 0.7009701581544542}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 43, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.213261136209482, 'Impact Preference': 0.5626326139614443}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 23, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8635690884800241, 'Impact Preference': 0.8722028141442347}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 59, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9845590918890309, 'Impact Preference': 0.40039450126520315}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8977791521200492, 'Impact Preference': 0.5681088589033942}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 30, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.637314089301952, 'Impact Preference': 0.17810311849704696}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 47, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.46810859725704856, 'Impact Preference': 0.9447496984464887}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 54, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9112398288192274, 'Impact Preference': 0.15183862634913994}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 61, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3747647916789629, 'Impact Preference': 0.3826680680396599}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 55, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.22538104315370117, 'Impact Preference': 0.2692961073306969}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 31, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8905283673496214, 'Impact Preference': 0.954866588667969}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 19, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9486307986651794, 'Impact Preference': 0.5495712213595297}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 51, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23466132189500236, 'Impact Preference': 0.43166541248984225}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 64, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5032932638084602, 'Impact Preference': 0.5591342820633416}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 47, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.25640698010798024, 'Impact Preference': 0.5832627074989758}}"
Technology Expansion #Smarttechkidz #Techsmart,Education,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5602402372181822, 'Impact Preference': 0.487813645896488}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 47, 'Gender': 'Other', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.3009588565012915, 'Impact Preference': 0.1305355916292435}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.9342133374155553, 'Impact Preference': 0.9149356137401348}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 54, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.7841374775867352, 'Impact Preference': 0.1617838615981822}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 20, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.3684240332238141, 'Impact Preference': 0.23511059931723938}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 62, 'Gender': 'Other', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.8862334602612655, 'Impact Preference': 0.6702465814160375}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 63, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.5119420566396997, 'Impact Preference': 0.9790089946134426}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.37189591642241526, 'Impact Preference': 0.3378061075987314}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 63, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.22622553040210025, 'Impact Preference': 0.6263871476326588}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 50, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.20905014494890778, 'Impact Preference': 0.21266755040429886}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 32, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.5107333925730776, 'Impact Preference': 0.40786013836359625}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 19, 'Gender': 'Other', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.29909052406823367, 'Impact Preference': 0.9040912680546317}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 57, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.3922966250108654, 'Impact Preference': 0.45701197876681077}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.8653054167558936, 'Impact Preference': 0.7199749459263275}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.5979585933727692, 'Impact Preference': 0.4369252571042599}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 27, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.8132088895288904, 'Impact Preference': 0.9884948353322887}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 22, 'Gender': 'Other', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.31281204688916936, 'Impact Preference': 0.5345861409202872}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 34, 'Gender': 'Male', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.9232816024541127, 'Impact Preference': 0.6187326404702252}}"
#CultureLivesHere: Celebrate Local Culture With Signs,Streets,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Streets', 'Cost Sensitivity': 0.8239159617017553, 'Impact Preference': 0.3109454149476468}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 29, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.46850829874464117, 'Impact Preference': 0.5086018076199699}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.785614356332431, 'Impact Preference': 0.9734231880516888}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 33, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.9746052519607704, 'Impact Preference': 0.2867926764887635}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 37, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.44423813299454495, 'Impact Preference': 0.4522310182532433}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 29, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.8687521129784942, 'Impact Preference': 0.731679528035903}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 64, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.5474682585885983, 'Impact Preference': 0.7710648621903513}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.7639008294139616, 'Impact Preference': 0.5603518153754427}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 33, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.9019278939548926, 'Impact Preference': 0.8700677834255207}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 64, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.10578719324477233, 'Impact Preference': 0.7630995452100916}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 21, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.6060719660864305, 'Impact Preference': 0.18516842252252358}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 65, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.11817520866229231, 'Impact Preference': 0.4417653603091587}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 32, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.5719308248183548, 'Impact Preference': 0.2863097832232569}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.14925578372910736, 'Impact Preference': 0.7837113131125257}}"
Exterior Signage Upgrade,"Arts, Culture & Community Facilities","{'Age': 20, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community Facilities', 'Cost Sensitivity': 0.6934793025542535, 'Impact Preference': 0.959980479258927}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 51, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.16921820284410125, 'Impact Preference': 0.4200097445946184}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.13388289925007707, 'Impact Preference': 0.18931187311153663}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 56, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8430893845085743, 'Impact Preference': 0.9735791742637588}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 39, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8292672621836721, 'Impact Preference': 0.6818028250602713}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 31, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5279416635649264, 'Impact Preference': 0.48297910402408695}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 30, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.2939970440706373, 'Impact Preference': 0.21606557157843914}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 64, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.15181391118625026, 'Impact Preference': 0.48502635090703095}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3581885691683563, 'Impact Preference': 0.14019332199073312}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 47, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3292475381694241, 'Impact Preference': 0.3805493733037866}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 60, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.6412849899136428, 'Impact Preference': 0.1409826056068299}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 29, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.4680812174898291, 'Impact Preference': 0.31044570860791176}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 26, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3543242187812137, 'Impact Preference': 0.28333561340316027}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 28, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7864473215054599, 'Impact Preference': 0.6813160957409612}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 24, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8488846739058383, 'Impact Preference': 0.2568142202519961}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 23, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7248380832752969, 'Impact Preference': 0.6667740542632172}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8957364439290179, 'Impact Preference': 0.2861851771682625}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 28, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.22891703904441504, 'Impact Preference': 0.9045104055581402}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 58, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9789512224487031, 'Impact Preference': 0.8156718693142823}}"
Outdoor Fitness Equipment @ St. John's Rec Center #FitForFree,Parks & Recreation,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3824130479167571, 'Impact Preference': 0.498008342937297}}"
A/C Wiring at P.S. 94,Education,"{'Age': 58, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7938570100527839, 'Impact Preference': 0.8906059091993237}}"
A/C Wiring at P.S. 94,Education,"{'Age': 30, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4525007605497945, 'Impact Preference': 0.2850754665238563}}"
A/C Wiring at P.S. 94,Education,"{'Age': 61, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8417387895200965, 'Impact Preference': 0.46356197356683615}}"
A/C Wiring at P.S. 94,Education,"{'Age': 63, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.11818454003341841, 'Impact Preference': 0.8601051668898774}}"
A/C Wiring at P.S. 94,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6414183148078733, 'Impact Preference': 0.6650582443718958}}"
A/C Wiring at P.S. 94,Education,"{'Age': 44, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7369976552570713, 'Impact Preference': 0.12343523690875387}}"
A/C Wiring at P.S. 94,Education,"{'Age': 57, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.43853696407947407, 'Impact Preference': 0.5080875508044537}}"
A/C Wiring at P.S. 94,Education,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.599429251818035, 'Impact Preference': 0.6032065092471169}}"
A/C Wiring at P.S. 94,Education,"{'Age': 62, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2796463542605717, 'Impact Preference': 0.9004692147862892}}"
A/C Wiring at P.S. 94,Education,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9624637575320936, 'Impact Preference': 0.205510148138915}}"
A/C Wiring at P.S. 94,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6339209416566581, 'Impact Preference': 0.5980793621761336}}"
A/C Wiring at P.S. 94,Education,"{'Age': 30, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2348320712051763, 'Impact Preference': 0.2686257227423832}}"
A/C Wiring at P.S. 94,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9146578540045806, 'Impact Preference': 0.22166349571548224}}"
A/C Wiring at P.S. 94,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9091308248653417, 'Impact Preference': 0.24958647485750057}}"
A/C Wiring at P.S. 94,Education,"{'Age': 28, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9138414253414677, 'Impact Preference': 0.23254610026439704}}"
A/C Wiring at P.S. 94,Education,"{'Age': 57, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4407413912828084, 'Impact Preference': 0.42489346374331316}}"
A/C Wiring at P.S. 94,Education,"{'Age': 21, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4018678059989559, 'Impact Preference': 0.43208771441925753}}"
A/C Wiring at P.S. 94,Education,"{'Age': 53, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.10676511821859927, 'Impact Preference': 0.15636769636138823}}"
A/C Wiring at P.S. 94,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.16167519591123872, 'Impact Preference': 0.11156944492886062}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6119508140507478, 'Impact Preference': 0.7627496495408461}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 31, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5628933950146838, 'Impact Preference': 0.6822945619031947}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4750033484877355, 'Impact Preference': 0.2521149152048214}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 59, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8799365062725543, 'Impact Preference': 0.6080739705486572}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 54, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.17333605772110194, 'Impact Preference': 0.8039847629329021}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 24, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9306764295623654, 'Impact Preference': 0.351606364070871}}"
Auditorium Lighting and Sound Upgrade,Education,"{'Age': 43, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6789061626158074, 'Impact Preference': 0.22811890095967777}}"
Bathroom Renovations,Education,"{'Age': 37, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7172034927753917, 'Impact Preference': 0.1854388731647151}}"
Bathroom Renovations,Education,"{'Age': 18, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.30376682194709936, 'Impact Preference': 0.5969801665679128}}"
Bathroom Renovations,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.69570127450962, 'Impact Preference': 0.4432284600998174}}"
Bathroom Renovations,Education,"{'Age': 34, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6041336805463563, 'Impact Preference': 0.2779709380514232}}"
Bathroom Renovations,Education,"{'Age': 19, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.27722472261229086, 'Impact Preference': 0.7585582944861144}}"
Bathroom Renovations,Education,"{'Age': 29, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5760518863723509, 'Impact Preference': 0.7214806619223686}}"
Bathroom Renovations,Education,"{'Age': 50, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8051677467372037, 'Impact Preference': 0.810033553249616}}"
Bathroom Renovations,Education,"{'Age': 32, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5670736595373734, 'Impact Preference': 0.49424648488625644}}"
Bathroom Renovations,Education,"{'Age': 46, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6436218252174061, 'Impact Preference': 0.5196911383375611}}"
Bathroom Renovations,Education,"{'Age': 20, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.22257666942357554, 'Impact Preference': 0.5579412638990282}}"
Bathroom Renovations,Education,"{'Age': 21, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6885918460035158, 'Impact Preference': 0.7939568745045203}}"
Bathroom Renovations,Education,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8999773796091594, 'Impact Preference': 0.540486012721541}}"
Bathroom Renovations,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7206944968175221, 'Impact Preference': 0.21924175676084068}}"
Bathroom Renovations,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8263853258636581, 'Impact Preference': 0.7148844478384283}}"
Bathroom Renovations,Education,"{'Age': 51, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6853914428751221, 'Impact Preference': 0.2949497183587779}}"
Bathroom Renovations,Education,"{'Age': 62, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.40623599708467073, 'Impact Preference': 0.16172712677283024}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4887773184267542, 'Impact Preference': 0.21205160530026018}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 60, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6885882296477733, 'Impact Preference': 0.35352392967563173}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7560313568143292, 'Impact Preference': 0.8903627530912472}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 18, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6467342730402579, 'Impact Preference': 0.8605236790419813}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9286336050394808, 'Impact Preference': 0.139838307701486}}"
